IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW
4,0,5,0,8,8,10,5,0,10,7,3,3,37,Kenneth,Walker,0,8,7,75,0,0,0,2,0,0,0,0,37,0,68,0,36,4385,0,0,79,202,50,0,0,52,25,0,33,3,3,0,62,1,1,0,64,45,80,0,37,37,37,0,0,17,1948,45,44,0,25,10,10,0,0,0,0,5,0,0,1,1,2,3,37,68,0,74,46,0,0,0,0,260,37,0,0,63,49,50,57,0,0,0,25,25,2,0,48,2,3,39,44,0,17,6,59,30,0,76,0,40,33,0,77,0,1,0,61,25,29,29,66,27,42,51,62,25,0,1
12,0,13,0,8,0,5,7,0,4,1,3,3,43,Michael,Coward,4,7,4,83,0,1,1,3,0,0,0,0,43,0,90,0,74,812,0,0,82,211,40,0,0,54,50,0,77,3,3,0,57,1,1,0,51,46,93,1,84,51,49,0,0,20,705,37,43,0,41,0,0,0,0,0,0,5,0,2,1,1,1,11,43,61,0,47,25,0,0,0,0,61,43,0,0,61,72,74,59,12,12,0,51,50,4,0,50,1,14,73,60,15,3,23,53,7,5,75,12,68,71,0,59,15,13,0,32,66,64,72,35,69,27,71,25,46,0,0
2,0,3,0,9,10,2,6,0,4,7,3,3,37,Martez,Williams,0,10,6,81,0,0,0,2,0,0,0,0,37,0,90,0,72,8829,0,0,77,212,40,0,0,48,40,0,64,3,3,0,53,2,2,0,63,47,85,1,66,40,42,0,0,20,1603,25,37,0,35,0,0,0,0,0,0,5,0,1,1,1,1,10,37,65,0,47,31,0,0,0,0,108,37,0,0,49,68,61,49,3,3,0,40,41,1,0,54,2,13,67,63,5,34,20,37,0,5,77,0,74,70,10,49,10,5,0,25,64,64,61,25,56,25,60,25,45,0,0
11,0,9,0,3,6,10,7,0,10,6,0,0,43,Garrett,Anzaldua,0,10,10,70,0,0,0,3,0,0,0,0,72,0,69,0,36,2133,0,0,64,38,40,0,0,30,25,0,34,3,3,0,44,1,1,0,62,48,77,0,39,36,36,0,0,0,355,31,36,0,25,0,0,0,0,10,0,5,0,0,1,1,1,15,47,66,0,36,41,0,0,0,0,1,92,0,10,18,48,81,73,10,10,0,25,25,0,0,25,1,19,35,20,0,8,6,25,29,0,72,0,11,33,0,36,10,10,0,51,25,25,33,46,25,58,82,33,15,0,0
4,0,3,0,6,6,10,7,0,10,6,3,3,39,Dante,Craig,0,10,10,80,0,0,0,3,0,0,0,0,39,0,89,0,61,5653,0,0,91,113,40,0,0,53,36,0,50,3,3,0,61,1,1,0,83,49,83,1,51,39,40,0,0,17,1001,29,39,0,31,0,0,0,0,3,0,5,0,0,1,1,2,12,39,84,0,43,25,0,0,0,0,79,39,0,3,54,41,64,65,0,0,0,37,39,1,0,55,3,16,64,62,0,22,6,61,29,0,72,0,29,60,8,53,10,10,0,64,73,76,50,40,42,25,64,25,40,0,0
9,0,10,0,5,4,2,8,0,0,3,3,3,37,Kevin,Winston,2,3,2,74,0,0,0,3,0,0,0,0,37,0,67,0,57,5646,0,0,65,220,45,0,0,52,25,0,69,3,3,0,37,2,2,0,64,50,73,0,60,64,62,0,0,34,1473,27,37,0,60,0,0,0,0,0,0,5,0,0,1,1,1,9,37,44,0,37,24,0,0,0,0,111,37,0,0,47,70,56,57,0,0,0,25,25,6,0,43,5,12,64,42,21,22,21,39,8,20,73,16,89,65,0,40,10,16,0,25,49,52,59,31,62,33,58,25,17,0,0
6,0,9,0,13,10,10,4,0,10,6,3,3,42,Quentin,Kamana,0,6,10,84,0,1,1,3,0,0,0,0,42,0,89,0,65,2084,0,0,84,139,54,0,0,64,42,0,52,3,3,0,69,1,1,0,85,51,85,1,54,42,43,0,0,15,1472,34,51,0,30,0,0,0,0,0,0,6,0,0,1,1,1,12,42,80,0,50,28,0,0,0,0,130,48,0,0,58,47,62,63,0,0,0,42,42,3,0,67,3,16,66,61,5,8,10,56,29,26,73,10,36,56,8,54,10,10,0,60,73,74,54,41,57,25,61,29,41,0,0
11,0,11,0,5,10,10,4,0,10,6,3,3,37,Tavion,Thompson,0,6,10,82,0,0,0,2,0,0,0,0,37,0,83,0,35,1169,0,0,85,111,45,0,0,55,25,0,41,3,3,0,60,1,1,0,80,52,74,1,37,37,37,0,0,17,1841,42,41,0,27,0,0,0,0,0,0,5,0,1,1,1,2,3,37,75,0,69,54,0,0,0,0,246,37,0,0,70,39,58,56,11,11,0,25,25,0,0,55,1,3,33,48,5,4,10,58,29,26,70,10,40,38,0,70,10,10,0,50,31,31,28,56,29,61,53,56,26,0,1
3,0,10,0,8,10,5,10,0,10,9,3,3,43,Devin,Bounds,2,10,10,69,0,0,0,3,0,0,0,0,43,0,94,0,35,10897,1,0,53,145,40,0,0,39,80,0,40,4,4,0,49,2,2,0,64,53,82,0,43,80,75,0,0,34,1171,43,44,0,64,0,0,1,0,0,0,5,0,2,2,2,2,5,43,47,0,43,37,0,0,0,1,70,43,0,0,33,78,68,76,13,13,0,81,74,4,0,25,5,9,34,28,21,42,21,25,15,20,75,17,170,48,0,43,20,16,0,46,36,33,34,53,34,45,68,39,72,0,0
0,0,9,0,0,4,2,8,0,0,3,3,3,43,Tyler,Henderson,2,3,2,72,0,3,3,3,0,0,0,0,43,0,86,0,53,10841,0,0,57,144,40,0,0,38,73,0,73,4,4,0,43,2,2,0,63,54,83,0,43,73,82,0,0,34,1166,38,43,0,75,0,0,1,0,0,0,5,0,0,2,2,1,5,43,52,0,43,40,0,0,0,1,69,43,0,0,32,77,68,75,3,3,0,72,83,2,0,25,5,5,62,39,21,42,21,25,8,20,78,16,127,46,0,43,10,16,0,47,63,61,59,47,60,35,69,35,80,0,0
8,0,8,0,5,5,10,7,2,10,6,0,0,69,Brooks,Adams,0,10,10,83,0,0,0,1,0,0,0,0,49,0,81,0,36,1166,0,0,73,39,40,0,1,55,42,0,44,3,3,0,62,2,2,0,75,55,80,1,45,42,45,0,0,0,2689,51,76,0,25,0,0,0,0,0,0,5,0,2,1,1,2,0,80,67,0,60,43,0,0,0,0,146,50,0,0,51,50,63,62,0,0,0,41,45,3,0,58,3,0,35,33,4,4,6,54,29,0,74,0,38,35,5,58,10,10,0,63,30,25,25,66,27,66,54,68,42,0,1
10,0,10,0,0,5,10,2,0,7,8,3,3,43,Brandon,Karl,2,4,0,71,0,0,0,1,0,0,0,0,43,0,83,0,59,113,1,0,72,39,41,0,0,38,41,1,52,3,3,0,46,1,1,0,68,56,88,1,64,43,43,0,0,17,2491,49,48,0,36,0,0,0,0,0,0,5,0,0,1,1,1,10,43,56,0,43,38,0,0,0,0,193,43,0,0,42,64,50,53,14,14,0,41,42,1,0,28,3,13,55,56,5,0,26,40,10,11,74,9,47,52,8,49,4,10,0,53,60,63,58,72,53,67,54,42,38,0,0
3,0,0,0,3,6,10,7,2,10,6,3,3,37,Jeremiah,North,0,10,10,77,0,0,0,1,0,0,0,0,37,0,71,0,34,2108,0,0,87,105,49,0,0,52,25,1,35,3,3,0,51,1,1,0,70,57,70,1,37,37,37,0,0,15,2688,51,49,0,31,0,0,0,0,3,0,5,0,1,1,1,1,3,37,78,0,89,47,0,0,0,0,319,37,0,0,49,46,48,56,0,0,0,25,25,4,0,42,1,3,33,43,0,8,6,49,29,0,75,0,39,38,5,47,10,10,0,75,25,25,28,38,26,56,45,48,24,0,0
0,0,8,0,3,6,10,7,0,10,6,3,3,36,Bashir,Robinson,2,10,10,71,0,0,0,1,0,0,0,0,36,0,89,0,55,10037,0,0,78,245,44,0,0,45,25,1,51,3,3,0,65,1,1,0,80,58,78,1,56,36,37,0,0,15,2394,26,36,0,25,0,0,0,0,0,0,5,0,0,1,1,1,13,36,73,0,43,35,0,0,0,0,95,36,0,0,45,58,51,46,0,0,0,25,38,0,0,45,2,17,63,61,0,39,6,46,29,0,71,0,20,72,5,51,10,10,0,59,51,55,54,25,49,26,48,39,42,0,0
4,0,13,0,0,5,10,7,0,10,6,0,0,65,Jadrian,Reed,0,10,10,82,0,0,0,2,0,0,0,0,42,0,50,0,35,2122,1,0,51,233,65,0,0,39,41,0,40,3,3,0,42,1,1,0,57,59,82,1,42,42,42,0,1,0,1602,50,59,0,26,0,0,0,0,0,0,5,0,1,1,1,2,0,74,57,0,53,41,0,0,0,0,88,42,0,0,41,54,53,65,3,3,0,41,40,5,0,25,3,0,27,38,4,8,6,36,29,0,77,0,40,34,5,42,10,10,0,64,25,25,26,53,25,46,58,59,38,0,1
11,0,4,0,10,0,5,7,0,4,1,0,0,47,Doug,Baker,1,7,4,82,0,0,0,3,0,0,0,0,44,0,68,0,36,2377,0,0,75,218,40,0,0,70,70,0,36,3,3,0,76,2,2,0,57,60,89,1,61,70,74,0,0,15,875,65,71,0,67,0,0,0,0,0,0,5,0,0,2,2,0,4,45,81,0,69,65,0,0,0,0,40,44,0,0,74,74,70,65,11,11,0,70,74,5,0,68,1,4,29,39,15,9,23,64,7,5,72,12,87,46,0,74,15,13,0,64,28,25,28,68,29,54,71,72,70,0,1
1,0,9,0,10,5,10,2,0,7,8,3,3,38,Nick,Chukwukelu,3,4,0,75,0,0,0,1,0,0,0,0,38,0,71,0,70,8752,0,0,75,186,60,0,0,52,38,1,66,3,3,0,57,1,1,0,59,61,83,1,72,38,38,0,0,17,2194,25,38,0,35,0,0,0,0,0,0,5,0,2,1,1,1,10,38,69,0,53,28,0,0,0,0,166,38,0,0,23,70,60,56,11,11,1,38,37,6,3,53,1,15,62,68,5,34,26,28,10,11,74,9,68,70,8,50,4,10,0,25,57,60,50,32,50,25,50,25,39,0,1
6,0,8,0,13,10,10,4,0,10,6,3,3,47,James,Uzoma,2,6,10,79,0,0,0,3,0,0,0,0,43,0,91,0,37,8464,0,0,82,225,62,0,0,76,65,0,61,4,4,0,80,2,2,0,74,62,82,1,65,65,65,0,0,5,288,71,57,0,63,0,0,0,0,0,0,5,0,2,1,1,1,4,52,71,0,68,69,0,0,0,0,19,43,0,0,77,70,69,75,0,0,0,65,64,6,0,70,1,4,33,47,5,33,10,74,29,26,78,10,84,54,0,66,10,10,0,66,30,33,33,65,29,52,71,57,62,0,1
9,0,2,0,10,0,5,7,0,4,1,3,3,44,Terance,Broughton,2,7,4,84,0,0,0,2,0,0,0,0,44,0,85,0,65,7965,0,0,76,227,43,0,1,59,49,0,76,3,3,0,68,2,2,0,66,63,85,1,81,49,56,0,0,17,1601,27,44,0,46,0,0,0,0,0,0,5,0,1,2,2,1,10,44,72,0,66,20,0,0,0,0,107,44,0,0,49,77,71,58,14,14,0,49,56,3,0,57,3,13,70,68,15,31,23,39,7,5,73,12,81,65,0,57,15,13,0,27,66,72,77,29,79,27,67,37,52,0,1
11,0,0,0,11,6,10,7,0,10,6,3,3,42,Reggie,Hannah,0,10,10,79,0,0,0,1,0,0,0,0,42,0,74,0,27,7953,1,0,78,211,65,0,0,60,50,0,49,3,3,0,50,1,1,0,70,64,81,1,54,51,58,0,0,15,2393,70,58,0,65,0,0,0,0,0,0,6,0,0,1,1,2,1,42,73,0,56,72,0,0,0,0,172,42,0,0,55,76,55,60,0,0,0,51,57,1,0,65,1,1,45,59,0,31,6,60,29,0,73,0,42,61,5,75,10,10,0,64,31,47,42,83,43,79,47,72,56,0,1
13,0,0,0,2,5,10,2,0,7,8,3,3,41,Bailey,Weaver,0,4,0,84,0,0,0,1,0,0,0,0,41,0,90,0,60,8320,1,0,68,70,68,0,1,51,39,0,56,3,3,0,58,1,1,0,58,65,80,1,63,41,41,0,0,20,2259,39,41,0,39,0,0,0,0,0,0,5,0,1,1,1,1,10,41,75,0,47,42,0,0,0,0,172,41,0,0,44,64,51,55,14,14,0,40,40,1,0,41,2,15,59,68,5,32,26,40,10,11,74,9,54,61,8,48,4,10,0,44,61,62,56,78,55,79,50,45,38,0,1
0,0,0,0,10,10,10,0,0,3,9,3,3,37,James,Douglas,2,10,7,61,0,0,0,3,0,0,0,0,37,0,81,0,43,2829,0,0,66,226,58,0,0,34,69,0,53,4,4,0,37,2,2,0,63,66,83,0,60,68,68,0,0,34,572,28,37,0,66,0,0,1,0,0,0,5,0,1,2,2,1,5,37,37,0,37,34,0,0,0,1,27,37,0,0,35,76,59,69,0,0,0,69,67,5,0,25,3,9,49,34,24,11,15,25,20,20,77,15,170,56,0,38,21,14,0,43,32,38,38,31,41,25,64,31,71,0,0
11,0,7,0,13,10,5,10,0,10,9,0,0,39,DaVonte,McGirt Jr.,2,10,10,63,0,0,0,2,0,0,0,0,39,0,79,0,35,2171,0,0,61,179,40,0,0,40,73,0,36,3,3,0,39,2,2,0,67,67,80,0,63,73,72,0,0,34,1727,26,39,0,65,0,0,1,0,0,0,5,0,1,2,2,1,6,39,46,0,39,29,0,0,0,1,98,39,0,0,37,71,61,61,10,10,0,74,73,1,0,25,5,8,36,25,21,8,21,25,15,20,79,17,149,62,0,42,20,16,0,42,25,25,25,30,29,39,61,32,73,0,0
5,0,8,0,0,5,10,7,0,10,6,0,0,75,Corion,Mayers,0,10,10,83,0,0,0,3,0,0,0,0,40,0,87,0,35,8321,0,0,84,208,40,0,1,65,40,0,31,4,4,0,66,1,1,0,75,68,79,0,43,40,40,0,1,0,443,65,79,0,28,0,0,0,0,0,0,6,0,2,1,1,1,0,85,80,0,70,67,0,0,0,0,26,40,0,0,69,55,75,74,1,1,0,40,38,4,0,67,1,0,28,40,4,32,6,60,29,0,72,0,27,33,5,40,10,10,0,80,27,25,25,79,25,75,70,82,38,0,1
8,0,10,0,10,0,5,7,2,4,1,3,3,42,Amari,Williams,1,7,4,72,0,0,0,1,0,0,0,0,42,0,84,0,36,9491,0,0,79,215,40,0,0,67,70,0,50,3,3,0,66,2,2,0,78,69,64,1,63,70,60,0,0,17,2705,67,69,0,57,0,0,0,0,0,0,5,0,2,2,2,1,2,42,77,0,71,63,0,0,0,0,60,42,0,0,47,63,59,68,0,0,0,69,60,5,0,52,3,2,32,45,15,37,23,55,7,5,72,12,84,67,0,57,15,13,0,57,31,34,33,62,32,61,58,66,58,0,1
11,0,0,0,12,10,2,6,0,4,7,3,3,38,Bobby,Miller,2,10,6,81,0,0,0,2,0,0,0,0,38,0,82,0,67,2158,0,0,75,43,53,0,0,42,38,0,61,3,3,0,54,2,2,0,59,70,83,1,64,38,38,0,0,17,1600,25,38,0,37,0,0,0,0,9,0,5,0,1,1,1,0,10,38,72,0,41,25,0,0,0,0,106,38,0,9,51,69,57,48,14,14,0,38,38,4,0,47,1,13,63,63,5,8,20,41,0,5,76,0,74,66,10,47,10,5,0,25,64,65,63,27,65,25,59,28,39,0,1
10,0,3,0,4,10,10,0,0,3,9,3,3,43,Spencer,Grammer,2,10,7,74,0,0,0,3,0,0,0,0,43,0,69,0,69,8880,1,0,58,63,40,0,0,53,36,0,76,3,3,0,48,2,2,0,58,71,83,0,71,66,67,0,0,17,1170,31,43,0,68,0,0,0,0,0,0,5,0,1,1,1,2,9,43,58,0,43,21,0,0,0,0,96,43,0,0,52,76,67,68,14,14,0,35,36,3,3,48,5,12,72,42,24,34,15,47,20,20,73,15,139,69,0,43,21,14,0,37,55,58,71,35,70,33,66,31,33,0,0
5,0,3,0,3,4,2,8,0,0,3,3,3,42,Makyle,Roberts,1,3,2,75,0,0,0,3,0,0,0,0,42,0,83,0,49,2383,0,0,55,231,40,0,0,49,78,0,64,4,4,0,42,2,2,0,59,72,82,1,42,78,77,0,0,34,1471,36,42,0,65,0,0,1,0,0,0,5,0,1,2,2,1,5,42,59,0,42,38,0,0,0,1,89,42,0,0,42,80,68,73,0,0,0,78,77,6,0,27,5,5,60,36,21,9,21,27,8,20,76,16,111,59,0,44,10,16,0,45,57,57,52,46,53,25,66,34,75,0,0
10,0,11,0,0,10,5,10,0,10,9,0,0,40,Talik,Henry,2,10,10,78,0,0,0,1,0,0,0,0,40,0,76,0,35,10832,0,0,52,143,61,0,0,35,58,0,37,4,4,0,40,2,2,0,58,73,63,0,40,58,59,0,0,34,2665,40,40,0,57,0,0,1,0,0,0,5,0,1,2,2,2,6,40,40,0,40,35,0,0,0,1,191,40,0,0,30,62,40,55,4,4,0,57,59,4,0,25,5,6,33,26,21,42,21,25,15,20,71,17,141,53,0,40,20,16,0,40,32,27,29,38,30,25,40,27,58,0,0
13,0,13,0,4,8,10,5,0,10,7,3,3,55,Wendy,Stepp,1,8,7,77,0,0,0,3,0,0,3,3,37,0,85,0,66,8320,0,0,87,241,43,0,0,57,35,0,25,3,3,0,58,1,1,0,85,74,84,1,63,37,37,0,0,15,1165,25,37,0,25,0,0,0,0,0,0,5,0,2,1,1,1,12,37,83,0,60,31,0,0,0,0,95,37,0,0,62,39,63,64,3,3,0,36,35,1,0,65,1,16,61,75,0,32,6,51,30,0,72,0,7,68,7,45,0,1,0,34,73,73,48,51,46,25,60,35,39,0,0
10,0,8,0,6,10,5,10,0,10,9,3,3,36,Hayden,Allen,1,10,10,53,0,0,0,3,0,0,0,0,36,0,81,0,62,1345,0,0,63,57,73,0,0,45,25,0,63,3,3,0,36,2,2,0,65,75,64,0,53,59,60,0,0,34,1470,25,36,0,59,0,0,0,0,0,0,5,0,0,2,2,1,8,36,38,0,36,38,0,0,0,0,151,36,0,0,52,63,52,50,14,14,0,25,28,6,0,41,1,11,64,49,21,5,21,39,15,20,73,17,80,68,0,47,20,16,0,32,56,57,66,29,63,25,52,25,33,0,1
11,0,3,0,9,4,2,8,0,0,3,3,3,38,Jalen,Polk Jr.,2,3,2,65,0,0,0,3,0,0,0,0,38,0,67,0,70,1120,0,0,58,223,46,0,0,33,29,0,68,4,4,0,53,2,2,0,59,76,78,0,61,61,62,0,0,17,1164,25,38,0,64,0,0,0,0,0,0,5,0,1,2,2,1,9,38,60,0,43,23,0,0,0,0,95,38,0,0,40,74,61,63,0,0,0,28,25,1,0,25,5,12,70,42,21,4,21,31,8,20,77,16,115,70,0,40,10,16,0,29,52,48,69,25,74,25,61,25,25,0,1
8,0,2,0,8,10,2,6,0,4,7,3,3,44,Tobijah,Funderburk,4,10,6,85,0,0,0,1,0,0,0,0,44,0,88,0,63,2825,0,0,70,214,59,0,0,57,48,1,60,3,3,0,59,2,2,0,60,77,84,0,65,48,51,0,0,5,2193,40,44,0,43,0,0,0,0,0,0,6,0,1,2,2,2,10,44,75,0,48,40,0,0,0,0,165,44,0,0,47,68,55,58,6,6,0,48,51,3,0,46,3,15,58,67,5,11,20,42,0,5,73,0,58,61,10,53,10,5,0,42,64,65,60,81,59,81,56,47,47,0,0
4,0,9,0,3,6,10,7,0,10,6,3,3,43,Jalen,Reed,2,10,10,80,0,0,0,3,0,0,0,0,43,0,81,0,63,1198,0,0,77,140,40,0,1,63,25,0,71,3,3,0,70,1,1,0,67,78,82,1,73,43,43,0,0,15,1469,30,43,0,38,0,0,0,0,0,0,5,0,2,1,1,1,14,43,83,0,43,28,0,0,0,0,53,43,0,0,55,71,65,55,4,4,0,25,30,3,0,53,3,18,65,73,0,4,6,54,29,0,72,0,24,69,5,63,10,10,0,63,64,72,63,44,59,40,67,45,28,0,1
4,0,0,0,2,5,10,2,0,7,8,3,3,41,De'Runnya,Shackleford,4,4,0,86,0,0,0,2,0,0,0,0,41,0,84,0,72,9998,0,0,80,182,40,0,0,53,45,0,71,3,3,0,59,2,2,0,67,79,86,1,70,45,45,0,0,17,1840,31,41,0,41,0,0,0,0,3,0,5,0,1,1,1,2,10,41,73,0,55,34,0,0,0,0,134,41,0,0,30,74,68,51,11,11,0,44,44,5,0,53,1,15,70,66,5,39,26,39,10,11,75,9,80,77,8,52,4,10,0,25,68,70,67,38,65,30,61,32,44,0,1
13,0,4,0,8,10,5,10,0,10,9,3,3,42,LT,Tupou,3,10,10,74,0,0,0,3,0,0,0,0,42,0,66,0,77,1062,0,0,47,143,40,0,0,38,25,0,74,4,4,0,43,2,2,0,52,80,76,0,69,67,65,0,0,34,874,25,42,0,68,0,0,0,0,10,0,5,0,2,2,2,1,9,42,61,0,42,25,0,0,0,0,79,42,0,10,36,74,65,71,0,0,0,25,34,5,0,26,5,12,79,43,21,4,21,36,15,20,72,17,128,66,0,48,20,16,0,25,55,52,74,30,70,30,68,25,31,0,0
4,0,8,0,0,10,5,10,0,10,9,13,13,39,Deion,Clyborn,2,10,10,72,0,0,0,2,0,0,0,0,39,0,89,0,53,5524,0,0,51,226,44,0,0,34,66,1,79,4,4,0,39,2,2,0,52,81,64,0,41,65,59,0,0,34,1726,37,39,0,60,0,0,1,0,10,0,5,0,2,2,2,1,7,39,39,0,39,34,0,0,0,1,49,39,0,10,34,70,49,63,16,16,0,65,60,2,0,25,3,7,69,33,21,21,21,25,15,20,71,17,112,39,0,41,20,16,0,25,54,31,57,25,57,25,59,35,61,0,0
9,0,5,0,8,0,5,7,0,4,1,3,3,36,Dennis,Dent,1,7,4,74,0,0,0,3,0,0,0,0,36,0,78,0,71,9991,0,0,71,234,62,0,0,46,42,0,70,3,3,0,50,2,2,0,52,82,81,1,63,42,49,0,0,17,1000,25,36,0,39,0,0,0,0,0,0,5,0,2,2,2,1,11,36,58,0,44,35,0,0,0,0,81,36,0,0,51,66,57,48,11,11,0,42,49,4,0,40,3,14,66,61,15,39,23,37,7,5,71,12,60,68,0,48,15,13,0,25,63,57,66,25,68,25,57,25,53,0,0
13,0,4,0,0,10,5,10,0,10,9,3,3,42,Brian,Pirsig,1,10,10,80,0,0,0,4,0,0,0,0,42,0,80,0,74,4372,0,0,82,61,40,0,0,42,40,0,85,4,4,0,50,2,2,0,63,83,86,0,85,69,65,0,0,34,200,25,42,0,69,0,0,0,0,10,0,5,0,1,1,1,1,8,42,77,0,42,17,0,0,0,0,15,42,0,10,43,82,81,57,0,0,0,41,25,5,0,38,5,11,74,43,21,17,21,39,15,20,75,17,97,80,0,49,20,16,0,25,58,55,73,26,81,38,75,37,17,0,0
7,0,4,0,7,10,10,4,0,10,6,3,3,36,Stefon,Mayle,0,6,10,73,0,3,3,2,0,0,0,0,36,0,70,0,52,828,0,0,82,138,54,0,0,57,28,0,48,3,3,0,51,1,1,0,69,84,77,1,57,36,36,0,0,17,2033,39,62,0,28,0,0,0,0,0,0,5,0,0,1,1,2,3,36,78,0,85,47,0,0,0,0,268,36,0,0,59,51,48,57,14,14,0,29,34,0,0,44,3,3,46,55,5,3,10,51,29,26,70,10,23,54,0,73,10,10,0,67,62,59,38,41,35,43,49,46,38,0,0
1,0,11,0,1,6,10,7,0,10,6,3,3,44,Eason,Bryant,2,10,10,86,0,0,0,3,0,0,0,0,43,0,72,0,37,5435,0,0,71,151,50,0,1,64,75,0,64,3,3,0,76,2,2,0,61,85,86,1,49,75,68,0,0,21,1163,81,69,0,82,0,0,0,0,0,0,5,0,0,2,2,1,4,46,79,0,70,67,0,0,0,0,51,43,0,0,71,74,68,61,3,3,0,74,68,3,0,67,1,4,39,37,0,21,6,66,29,0,80,0,90,55,5,65,10,10,0,80,37,35,34,80,37,55,65,73,64,0,0
3,0,4,0,4,0,5,7,0,4,1,3,3,36,Myles,Drayton,2,7,4,79,0,1,1,3,0,0,0,0,36,0,83,0,65,5892,1,0,78,179,40,0,0,39,43,0,66,3,3,0,55,2,2,0,65,86,81,1,72,43,47,0,0,5,571,25,36,0,40,0,0,0,0,0,0,6,0,1,2,2,1,11,36,50,0,38,29,0,0,0,0,47,36,0,0,53,75,63,54,0,0,0,42,46,5,0,37,1,14,74,63,15,23,23,38,7,5,72,12,89,67,0,50,15,13,0,25,60,58,66,25,61,25,65,25,51,0,0
0,0,5,0,0,8,10,5,0,10,7,0,0,42,Johnathan,Quinones,1,8,7,79,0,0,0,3,0,0,0,0,42,0,83,0,57,9484,1,0,80,105,40,0,1,62,25,0,69,3,3,0,74,1,1,0,83,87,85,1,80,42,49,0,0,15,1169,25,42,0,25,0,0,0,0,0,0,5,0,1,1,1,1,14,42,84,0,48,44,0,0,0,0,39,42,0,0,58,66,69,59,0,0,0,25,49,5,0,64,13,18,65,69,0,37,6,77,30,0,76,0,40,70,0,69,0,1,0,69,64,73,60,27,57,44,67,26,47,0,0
0,0,8,0,13,6,10,7,0,10,6,3,3,41,Drew,Wright,0,10,10,77,0,0,0,3,0,0,0,0,41,0,90,0,64,4444,0,0,86,245,40,0,0,63,38,0,33,3,3,0,62,1,1,0,77,88,89,1,45,41,47,0,0,5,1468,25,41,0,35,0,0,0,0,0,0,5,0,1,1,1,2,12,41,86,0,58,28,0,0,0,0,129,41,0,0,60,51,63,65,0,0,0,38,47,4,0,58,2,16,68,67,0,17,6,58,29,0,71,0,0,63,8,55,10,10,0,61,73,74,53,37,55,27,63,25,45,0,1
10,0,2,0,0,6,10,7,0,10,6,3,3,44,Michael,Samuel,0,10,10,83,0,0,0,2,0,0,0,0,44,0,92,0,67,11079,0,0,84,212,40,0,0,64,45,0,55,3,3,0,70,1,1,0,85,89,88,0,59,46,45,0,0,5,2114,25,46,0,36,0,0,0,0,0,0,6,0,0,1,1,2,12,44,86,0,55,37,0,0,0,0,188,53,0,0,61,47,62,70,4,4,0,46,45,6,3,57,3,16,61,61,0,43,6,57,29,0,73,0,25,59,8,60,10,10,0,61,74,67,54,47,45,47,60,33,40,0,1
11,0,2,0,10,4,2,8,0,0,3,13,13,43,Devon,Hill,2,3,2,69,0,0,0,2,0,0,0,0,43,0,78,0,33,9592,1,0,60,81,40,0,0,37,76,0,39,4,4,0,43,2,2,0,64,90,84,0,43,76,76,0,0,34,1725,25,43,0,82,0,0,1,0,0,0,5,0,1,2,2,1,5,43,43,0,43,21,0,0,0,1,106,43,0,0,35,83,68,80,0,0,0,75,77,5,0,28,5,9,36,30,21,37,21,25,8,20,79,16,112,50,0,43,10,16,0,45,25,25,25,25,29,53,65,35,73,0,0
6,0,12,0,3,10,10,0,0,3,9,0,0,36,Max,Cooke,0,10,7,73,0,0,0,3,0,0,0,0,36,0,62,0,70,1127,0,0,57,11,63,0,0,53,27,0,71,3,3,0,38,1,1,0,51,91,81,0,66,62,62,0,0,34,570,25,36,0,61,0,0,0,0,0,0,5,0,2,1,1,2,8,36,65,0,36,33,0,0,0,0,54,36,0,0,58,74,57,48,0,0,0,27,25,3,0,45,3,10,68,43,24,4,15,36,20,20,76,15,58,73,0,43,21,14,0,25,53,50,66,33,68,31,59,25,21,0,0
